Indicator,Group,State,Subgroup,Time Period,Time Period Start Date,Time Period End Date,Value
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Dakota,South Dakota,22,2021-01-06,2021-01-18,20.0
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Tennessee,Tennessee,22,2021-01-06,2021-01-18,21.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Texas,Texas,22,2021-01-06,2021-01-18,17.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Utah,Utah,22,2021-01-06,2021-01-18,24.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Vermont,Vermont,22,2021-01-06,2021-01-18,20.7
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Virginia,Virginia,22,2021-01-06,2021-01-18,20.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Washington,Washington,22,2021-01-06,2021-01-18,22.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,West Virginia,West Virginia,22,2021-01-06,2021-01-18,25.6
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Wisconsin,Wisconsin,22,2021-01-06,2021-01-18,21.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Wyoming,Wyoming,22,2021-01-06,2021-01-18,20.8
"Received Counseling or Therapy, Last 4 Weeks",National Estimate,United States,United States,1,2020-12-22,2021-01-05,
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,18 - 29 years,1,2020-12-22,2021-01-05,
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,30 - 39 years,1,2020-12-22,2021-01-05,
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,40 - 49 years,1,2020-12-22,2021-01-05,
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,50 - 59 years,1,2020-12-22,2021-01-05,
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,60 - 69 years,1,2020-12-22,2021-01-05,
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,70 - 79 years,1,2020-12-22,2021-01-05,
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,80 years and above,1,2020-12-22,2021-01-05,
"Received Counseling or Therapy, Last 4 Weeks",By Gender,United States,Male,1,2020-12-22,2021-01-05,
"Received Counseling or Therapy, Last 4 Weeks",By Gender,United States,Female,1,2020-12-22,2021-01-05,
"Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,1,2020-12-22,2021-01-05,
"Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,1,2020-12-22,2021-01-05,
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,1,2020-12-22,2021-01-05,
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",1,2020-12-22,2021-01-05,
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",1,2020-12-22,2021-01-05,
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",1,2020-12-22,2021-01-05,
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",1,2020-12-22,2021-01-05,
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Less than a high school diploma,1,2020-12-22,2021-01-05,
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,High school diploma or GED,1,2020-12-22,2021-01-05,
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Some college/Associate's degree,1,2020-12-22,2021-01-05,
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,1,2020-12-22,2021-01-05,
"Received Counseling or Therapy, Last 4 Weeks",National Estimate,United States,United States,22,2021-01-06,2021-01-18,9.6
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,18 - 29 years,22,2021-01-06,2021-01-18,14.0
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,30 - 39 years,22,2021-01-06,2021-01-18,13.1
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,40 - 49 years,22,2021-01-06,2021-01-18,11.4
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,50 - 59 years,22,2021-01-06,2021-01-18,8.0
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,60 - 69 years,22,2021-01-06,2021-01-18,5.9
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,70 - 79 years,22,2021-01-06,2021-01-18,4.3
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,80 years and above,22,2021-01-06,2021-01-18,3.1
"Received Counseling or Therapy, Last 4 Weeks",By Gender,United States,Male,22,2021-01-06,2021-01-18,7.5
"Received Counseling or Therapy, Last 4 Weeks",By Gender,United States,Female,22,2021-01-06,2021-01-18,11.6
"Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,22,2021-01-06,2021-01-18,5.2
"Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,22,2021-01-06,2021-01-18,16.1
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,22,2021-01-06,2021-01-18,7.7
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",22,2021-01-06,2021-01-18,10.2
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",22,2021-01-06,2021-01-18,9.5
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",22,2021-01-06,2021-01-18,6.1
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",22,2021-01-06,2021-01-18,13.3
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Less than a high school diploma,22,2021-01-06,2021-01-18,7.2
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,High school diploma or GED,22,2021-01-06,2021-01-18,7.3
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Some college/Associate's degree,22,2021-01-06,2021-01-18,10.3
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,22,2021-01-06,2021-01-18,11.6
"Received Counseling or Therapy, Last 4 Weeks",By State,Alabama,Alabama,22,2021-01-06,2021-01-18,8.4
"Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,22,2021-01-06,2021-01-18,10.8
"Received Counseling or Therapy, Last 4 Weeks",By State,Arizona,Arizona,22,2021-01-06,2021-01-18,6.7
"Received Counseling or Therapy, Last 4 Weeks",By State,Arkansas,Arkansas,22,2021-01-06,2021-01-18,8.0
"Received Counseling or Therapy, Last 4 Weeks",By State,California,California,22,2021-01-06,2021-01-18,10.1
"Received Counseling or Therapy, Last 4 Weeks",By State,Colorado,Colorado,22,2021-01-06,2021-01-18,12.0
"Received Counseling or Therapy, Last 4 Weeks",By State,Connecticut,Connecticut,22,2021-01-06,2021-01-18,13.3
"Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,22,2021-01-06,2021-01-18,7.4
"Received Counseling or Therapy, Last 4 Weeks",By State,District of Columbia,District of Columbia,22,2021-01-06,2021-01-18,16.9
"Received Counseling or Therapy, Last 4 Weeks",By State,Florida,Florida,22,2021-01-06,2021-01-18,8.4
"Received Counseling or Therapy, Last 4 Weeks",By State,Georgia,Georgia,22,2021-01-06,2021-01-18,7.9
"Received Counseling or Therapy, Last 4 Weeks",By State,Hawaii,Hawaii,22,2021-01-06,2021-01-18,9.4
"Received Counseling or Therapy, Last 4 Weeks",By State,Idaho,Idaho,22,2021-01-06,2021-01-18,8.4
"Received Counseling or Therapy, Last 4 Weeks",By State,Illinois,Illinois,22,2021-01-06,2021-01-18,9.8
"Received Counseling or Therapy, Last 4 Weeks",By State,Indiana,Indiana,22,2021-01-06,2021-01-18,8.1
"Received Counseling or Therapy, Last 4 Weeks",By State,Iowa,Iowa,22,2021-01-06,2021-01-18,11.8
"Received Counseling or Therapy, Last 4 Weeks",By State,Kansas,Kansas,22,2021-01-06,2021-01-18,9.1
"Received Counseling or Therapy, Last 4 Weeks",By State,Kentucky,Kentucky,22,2021-01-06,2021-01-18,8.3
"Received Counseling or Therapy, Last 4 Weeks",By State,Louisiana,Louisiana,22,2021-01-06,2021-01-18,10.8
"Received Counseling or Therapy, Last 4 Weeks",By State,Maine,Maine,22,2021-01-06,2021-01-18,8.7
"Received Counseling or Therapy, Last 4 Weeks",By State,Maryland,Maryland,22,2021-01-06,2021-01-18,10.4
"Received Counseling or Therapy, Last 4 Weeks",By State,Massachusetts,Massachusetts,22,2021-01-06,2021-01-18,13.3
"Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,22,2021-01-06,2021-01-18,9.5
"Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,22,2021-01-06,2021-01-18,10.4
"Received Counseling or Therapy, Last 4 Weeks",By State,Mississippi,Mississippi,22,2021-01-06,2021-01-18,8.9
"Received Counseling or Therapy, Last 4 Weeks",By State,Missouri,Missouri,22,2021-01-06,2021-01-18,9.0
"Received Counseling or Therapy, Last 4 Weeks",By State,Montana,Montana,22,2021-01-06,2021-01-18,10.6
"Received Counseling or Therapy, Last 4 Weeks",By State,Nebraska,Nebraska,22,2021-01-06,2021-01-18,10.0
"Received Counseling or Therapy, Last 4 Weeks",By State,Nevada,Nevada,22,2021-01-06,2021-01-18,8.7
"Received Counseling or Therapy, Last 4 Weeks",By State,New Hampshire,New Hampshire,22,2021-01-06,2021-01-18,11.1
"Received Counseling or Therapy, Last 4 Weeks",By State,New Jersey,New Jersey,22,2021-01-06,2021-01-18,11.8
"Received Counseling or Therapy, Last 4 Weeks",By State,New Mexico,New Mexico,22,2021-01-06,2021-01-18,7.2
"Received Counseling or Therapy, Last 4 Weeks",By State,New York,New York,22,2021-01-06,2021-01-18,10.4
"Received Counseling or Therapy, Last 4 Weeks",By State,North Carolina,North Carolina,22,2021-01-06,2021-01-18,9.7
"Received Counseling or Therapy, Last 4 Weeks",By State,North Dakota,North Dakota,22,2021-01-06,2021-01-18,5.0
"Received Counseling or Therapy, Last 4 Weeks",By State,Ohio,Ohio,22,2021-01-06,2021-01-18,8.4
"Received Counseling or Therapy, Last 4 Weeks",By State,Oklahoma,Oklahoma,22,2021-01-06,2021-01-18,8.0
"Received Counseling or Therapy, Last 4 Weeks",By State,Oregon,Oregon,22,2021-01-06,2021-01-18,13.9
"Received Counseling or Therapy, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,22,2021-01-06,2021-01-18,11.2
"Received Counseling or Therapy, Last 4 Weeks",By State,Rhode Island,Rhode Island,22,2021-01-06,2021-01-18,14.8
"Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,22,2021-01-06,2021-01-18,10.9
"Received Counseling or Therapy, Last 4 Weeks",By State,South Dakota,South Dakota,22,2021-01-06,2021-01-18,6.0
"Received Counseling or Therapy, Last 4 Weeks",By State,Tennessee,Tennessee,22,2021-01-06,2021-01-18,6.6
"Received Counseling or Therapy, Last 4 Weeks",By State,Texas,Texas,22,2021-01-06,2021-01-18,7.5
"Received Counseling or Therapy, Last 4 Weeks",By State,Utah,Utah,22,2021-01-06,2021-01-18,9.5
"Received Counseling or Therapy, Last 4 Weeks",By State,Vermont,Vermont,22,2021-01-06,2021-01-18,14.7
"Received Counseling or Therapy, Last 4 Weeks",By State,Virginia,Virginia,22,2021-01-06,2021-01-18,12.8
"Received Counseling or Therapy, Last 4 Weeks",By State,Washington,Washington,22,2021-01-06,2021-01-18,10.1
"Received Counseling or Therapy, Last 4 Weeks",By State,West Virginia,West Virginia,22,2021-01-06,2021-01-18,8.5
"Received Counseling or Therapy, Last 4 Weeks",By State,Wisconsin,Wisconsin,22,2021-01-06,2021-01-18,9.8
"Received Counseling or Therapy, Last 4 Weeks",By State,Wyoming,Wyoming,22,2021-01-06,2021-01-18,8.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",National Estimate,United States,United States,1,2020-12-22,2021-01-05,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,18 - 29 years,1,2020-12-22,2021-01-05,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,30 - 39 years,1,2020-12-22,2021-01-05,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,40 - 49 years,1,2020-12-22,2021-01-05,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,50 - 59 years,1,2020-12-22,2021-01-05,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,60 - 69 years,1,2020-12-22,2021-01-05,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,70 - 79 years,1,2020-12-22,2021-01-05,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,80 years and above,1,2020-12-22,2021-01-05,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Gender,United States,Male,1,2020-12-22,2021-01-05,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Gender,United States,Female,1,2020-12-22,2021-01-05,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,1,2020-12-22,2021-01-05,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,1,2020-12-22,2021-01-05,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,1,2020-12-22,2021-01-05,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",1,2020-12-22,2021-01-05,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",1,2020-12-22,2021-01-05,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",1,2020-12-22,2021-01-05,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",1,2020-12-22,2021-01-05,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Less than a high school diploma,1,2020-12-22,2021-01-05,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,High school diploma or GED,1,2020-12-22,2021-01-05,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Some college/Associate's degree,1,2020-12-22,2021-01-05,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,1,2020-12-22,2021-01-05,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",National Estimate,United States,United States,22,2021-01-06,2021-01-18,24.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,18 - 29 years,22,2021-01-06,2021-01-18,25.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,30 - 39 years,22,2021-01-06,2021-01-18,26.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,40 - 49 years,22,2021-01-06,2021-01-18,25.3
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,50 - 59 years,22,2021-01-06,2021-01-18,23.0
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,60 - 69 years,22,2021-01-06,2021-01-18,22.6
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,70 - 79 years,22,2021-01-06,2021-01-18,20.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,80 years and above,22,2021-01-06,2021-01-18,18.6
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Gender,United States,Male,22,2021-01-06,2021-01-18,17.6
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Gender,United States,Female,22,2021-01-06,2021-01-18,30.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,22,2021-01-06,2021-01-18,14.4
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,22,2021-01-06,2021-01-18,38.3
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,22,2021-01-06,2021-01-18,17.4
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",22,2021-01-06,2021-01-18,27.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",22,2021-01-06,2021-01-18,18.8
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",22,2021-01-06,2021-01-18,12.8
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",22,2021-01-06,2021-01-18,29.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Less than a high school diploma,22,2021-01-06,2021-01-18,18.0
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,High school diploma or GED,22,2021-01-06,2021-01-18,22.0
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Some college/Associate's degree,22,2021-01-06,2021-01-18,26.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,22,2021-01-06,2021-01-18,25.0
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alabama,Alabama,22,2021-01-06,2021-01-18,24.6
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,22,2021-01-06,2021-01-18,22.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Arizona,Arizona,22,2021-01-06,2021-01-18,22.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Arkansas,Arkansas,22,2021-01-06,2021-01-18,27.0
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,California,California,22,2021-01-06,2021-01-18,21.4
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Colorado,Colorado,22,2021-01-06,2021-01-18,25.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Connecticut,Connecticut,22,2021-01-06,2021-01-18,24.8
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,22,2021-01-06,2021-01-18,21.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,District of Columbia,District of Columbia,22,2021-01-06,2021-01-18,26.3
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Florida,Florida,22,2021-01-06,2021-01-18,23.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Georgia,Georgia,22,2021-01-06,2021-01-18,24.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Hawaii,Hawaii,22,2021-01-06,2021-01-18,19.3
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Idaho,Idaho,22,2021-01-06,2021-01-18,24.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Illinois,Illinois,22,2021-01-06,2021-01-18,27.4
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Indiana,Indiana,22,2021-01-06,2021-01-18,28.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Iowa,Iowa,22,2021-01-06,2021-01-18,28.6
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Kansas,Kansas,22,2021-01-06,2021-01-18,24.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Kentucky,Kentucky,22,2021-01-06,2021-01-18,27.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Louisiana,Louisiana,22,2021-01-06,2021-01-18,27.8
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Maine,Maine,22,2021-01-06,2021-01-18,29.6
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Maryland,Maryland,22,2021-01-06,2021-01-18,25.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Massachusetts,Massachusetts,22,2021-01-06,2021-01-18,26.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,22,2021-01-06,2021-01-18,24.8
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,22,2021-01-06,2021-01-18,26.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Mississippi,Mississippi,22,2021-01-06,2021-01-18,28.0
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Missouri,Missouri,22,2021-01-06,2021-01-18,25.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Montana,Montana,22,2021-01-06,2021-01-18,28.4
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Nebraska,Nebraska,22,2021-01-06,2021-01-18,26.3
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Nevada,Nevada,22,2021-01-06,2021-01-18,22.0
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New Hampshire,New Hampshire,22,2021-01-06,2021-01-18,27.3
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New Jersey,New Jersey,22,2021-01-06,2021-01-18,21.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New Mexico,New Mexico,22,2021-01-06,2021-01-18,18.4
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New York,New York,22,2021-01-06,2021-01-18,19.8
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,North Carolina,North Carolina,22,2021-01-06,2021-01-18,25.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,North Dakota,North Dakota,22,2021-01-06,2021-01-18,24.3
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Ohio,Ohio,22,2021-01-06,2021-01-18,22.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Oklahoma,Oklahoma,22,2021-01-06,2021-01-18,25.6
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Oregon,Oregon,22,2021-01-06,2021-01-18,26.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,22,2021-01-06,2021-01-18,27.8
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Rhode Island,Rhode Island,22,2021-01-06,2021-01-18,32.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,22,2021-01-06,2021-01-18,30.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Dakota,South Dakota,22,2021-01-06,2021-01-18,21.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Tennessee,Tennessee,22,2021-01-06,2021-01-18,23.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Texas,Texas,22,2021-01-06,2021-01-18,20.3
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Utah,Utah,22,2021-01-06,2021-01-18,29.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Vermont,Vermont,22,2021-01-06,2021-01-18,28.3
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Virginia,Virginia,22,2021-01-06,2021-01-18,25.8
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Washington,Washington,22,2021-01-06,2021-01-18,26.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,West Virginia,West Virginia,22,2021-01-06,2021-01-18,29.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Wisconsin,Wisconsin,22,2021-01-06,2021-01-18,25.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Wyoming,Wyoming,22,2021-01-06,2021-01-18,22.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",National Estimate,United States,United States,1,2020-12-22,2021-01-05,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,18 - 29 years,1,2020-12-22,2021-01-05,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,30 - 39 years,1,2020-12-22,2021-01-05,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,40 - 49 years,1,2020-12-22,2021-01-05,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,50 - 59 years,1,2020-12-22,2021-01-05,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,60 - 69 years,1,2020-12-22,2021-01-05,
